issue_id,project_id,jira_user_id,issue_type,summary,priority,created_timestamp,resolved_timestamp,status,sprint_id,story_points
CHOI-7819,PRJ-4,USR-29597,Task,Hard moment open million.,Low,2026-03-19 05:38:09,2026-03-22 05:38:09,DONE,SPR-PRJ-2-4,2
ORGA-4919,PRJ-6,USR-86064,Story,Once PM you ready way.,Low,2026-02-27 06:43:28,2026-03-02 06:43:28,DONE,SPR-PRJ-7-15,5
WIN-7861,PRJ-5,USR-13617,Story,Statement certain camera represent can relate.,Low,2026-07-08 03:10:53,2026-07-10 03:10:53,DONE,SPR-PRJ-6-14,3
PROF-5528,PRJ-3,USR-86271,Story,Brother defense list second want hard weight.,Low,2026-08-28 05:21:37,2026-09-11 05:21:37,DONE,SPR-PRJ-9-17,5
WIN-5670,PRJ-5,USR-82140,Bug,Book hard face mission brother figure.,Medium,2026-05-18 14:24:20,2026-05-19 14:24:20,DONE,SPR-PRJ-1-2,1
TERM-9436,PRJ-7,USR-77889,Bug,Family agreement central six instead.,Medium,2026-02-19 09:18:11,2026-03-01 09:18:11,DONE,SPR-PRJ-6-4,3
WIN-4731,PRJ-5,USR-10150,Story,Threat democratic standard major business.,Medium,2026-09-09 06:07:36,2026-09-13 06:07:36,DONE,SPR-PRJ-0-18,5
CONF-8454,PRJ-9,USR-61876,Task,That individual of not.,Low,2026-02-09 08:43:44,2026-02-13 08:43:44,DONE,SPR-PRJ-6-17,3
DEVE-1977,PRJ-0,USR-69250,Task,Sit little result paper seven measure.,Medium,2026-09-11 14:22:15,2026-09-18 14:22:15,DONE,SPR-PRJ-1-19,3
CONF-3784,PRJ-9,USR-51889,Story,Project chance road become person perhaps hold.,High,2026-03-24 23:19:18,2026-03-31 23:19:18,DONE,SPR-PRJ-9-3,8
TERM-5573,PRJ-7,USR-91885,Story,Fund animal provide kitchen everyone because.,High,2026-09-11 13:58:17,2026-09-17 13:58:17,DONE,SPR-PRJ-4-15,8
DEVE-1656,PRJ-0,USR-28191,Bug,Occur someone religious.,High,2025-11-30 06:43:36,2025-12-07 06:43:36,DONE,SPR-PRJ-5-15,5
TERM-4940,PRJ-7,USR-54597,Bug,Popular be western my.,Low,2026-05-02 20:23:51,2026-05-09 20:23:51,DONE,SPR-PRJ-2-7,2
TERM-5994,PRJ-7,USR-30644,Bug,Whatever miss seek.,Low,2026-07-18 04:34:13,2026-07-28 04:34:13,DONE,SPR-PRJ-0-6,5
ANIM-7068,PRJ-2,USR-52517,Story,Build view conference.,Low,2026-04-10 04:01:06,2026-04-12 04:01:06,DONE,SPR-PRJ-4-2,3
CHOI-9887,PRJ-4,USR-57265,Bug,Skill early relationship thought know.,High,2025-10-04 07:55:54,2025-10-14 07:55:54,DONE,SPR-PRJ-9-9,3
DEVE-2818,PRJ-0,USR-46512,Story,Parent I and technology age join increase.,Medium,2026-08-06 08:08:03,2026-08-12 08:08:03,DONE,SPR-PRJ-1-20,8
PROF-3267,PRJ-3,USR-74569,Story,Fish either boy between collection century eight.,Low,2026-08-26 19:35:21,2026-09-03 19:35:21,DONE,SPR-PRJ-7-20,8
WIN-5380,PRJ-5,USR-69598,Story,Fill imagine college pass.,High,2025-10-31 18:29:02,2025-11-06 18:29:02,DONE,SPR-PRJ-3-16,5
TERM-9714,PRJ-7,USR-69446,Task,Agree around hope floor.,Medium,2026-01-31 07:00:51,2026-02-10 07:00:51,DONE,SPR-PRJ-3-22,1
ORGA-3929,PRJ-6,USR-73699,Story,Election walk tonight appear dream others.,High,2026-03-06 06:52:21,2026-03-11 06:52:21,DONE,SPR-PRJ-1-4,2
DEVE-5803,PRJ-0,USR-27781,Story,Meet mean we especially five network assume.,Medium,2025-12-27 19:20:32,2026-01-02 19:20:32,DONE,SPR-PRJ-4-11,5
THES-1361,PRJ-1,USR-67432,Bug,Plant trial affect never only big.,Low,2025-10-08 04:30:46,2025-10-14 04:30:46,DONE,SPR-PRJ-4-9,8
TERM-9686,PRJ-7,USR-69890,Task,Prepare by nothing land suffer matter situation.,Low,2026-07-20 06:33:30,2026-07-23 06:33:30,DONE,SPR-PRJ-9-13,3
WIN-5720,PRJ-5,USR-95717,Task,Music collection early weight which new.,Medium,2025-11-21 06:02:31,2025-11-29 06:02:31,DONE,SPR-PRJ-1-18,8
ANIM-3873,PRJ-2,USR-51853,Bug,Spend which per.,High,2025-10-13 04:36:56,2025-10-16 04:36:56,DONE,SPR-PRJ-2-12,1
TERM-5266,PRJ-7,USR-38305,Bug,A value lot our.,High,2026-06-07 14:02:05,2026-06-18 14:02:05,DONE,SPR-PRJ-3-9,3
ANIM-9743,PRJ-2,USR-40512,Task,Yourself successful defense subject example claim.,Medium,2026-08-18 23:40:40,2026-08-31 23:40:40,DONE,SPR-PRJ-1-13,5
LIST-6427,PRJ-8,USR-17355,Task,Attorney bed recognize store rise your there.,Low,2026-04-22 09:09:29,2026-05-03 09:09:29,DONE,SPR-PRJ-1-13,8
THES-8847,PRJ-1,USR-83889,Bug,Measure soon this war play woman remain event.,High,2025-12-17 20:21:04,2025-12-22 20:21:04,DONE,SPR-PRJ-0-6,5
THES-6347,PRJ-1,USR-55309,Bug,Game least outside administration reality position.,Low,2026-06-11 03:57:16,2026-06-15 03:57:16,DONE,SPR-PRJ-8-8,3
THES-9385,PRJ-1,USR-13761,Bug,Live top pull including time reflect several Mrs.,Low,2025-09-27 18:10:10,2025-10-06 18:10:10,DONE,SPR-PRJ-0-14,3
WIN-7326,PRJ-5,USR-33519,Task,Much throughout staff knowledge.,Medium,2026-07-29 17:18:06,2026-08-06 17:18:06,DONE,SPR-PRJ-9-7,8
ORGA-8249,PRJ-6,USR-28030,Task,Will heavy over hit stuff speech.,Low,2025-11-13 21:24:07,2025-11-20 21:24:07,DONE,SPR-PRJ-1-11,8
CHOI-8776,PRJ-4,USR-72973,Task,Leg view know develop.,High,2025-09-30 05:40:17,2025-10-10 05:40:17,DONE,SPR-PRJ-8-1,5
CHOI-7791,PRJ-4,USR-96057,Bug,Quite remember course staff personal.,High,2025-10-04 15:27:49,2025-10-08 15:27:49,DONE,SPR-PRJ-1-23,5
CHOI-5979,PRJ-4,USR-79942,Story,Doctor management guy exactly toward.,High,2026-08-06 22:03:16,2026-08-19 22:03:16,DONE,SPR-PRJ-0-0,2
TERM-3034,PRJ-7,USR-38569,Task,Decide cultural start how thank notice management necessary.,High,2026-06-28 12:30:16,2026-07-06 12:30:16,DONE,SPR-PRJ-9-16,2
THES-6927,PRJ-1,USR-46208,Task,Public owner compare open second camera value.,Low,2026-06-10 05:13:30,2026-06-21 05:13:30,DONE,SPR-PRJ-5-1,1
DEVE-5252,PRJ-0,USR-81200,Task,Thing rock ever summer age.,Medium,2026-08-25 04:43:37,2026-09-06 04:43:37,DONE,SPR-PRJ-1-10,3
ORGA-6832,PRJ-6,USR-58689,Bug,Pass quite third ability interview pull practice.,High,2026-06-23 02:10:52,2026-07-02 02:10:52,DONE,SPR-PRJ-2-1,2
CHOI-5447,PRJ-4,USR-91057,Story,Item yet ever quite level guess.,Low,2026-08-24 13:38:07,2026-09-03 13:38:07,DONE,SPR-PRJ-3-18,2
WIN-8944,PRJ-5,USR-42495,Story,This different everyone.,High,2026-07-18 17:40:49,2026-07-22 17:40:49,DONE,SPR-PRJ-1-15,8
LIST-9717,PRJ-8,USR-77286,Story,Large accept create bank occur agent scene.,Medium,2026-03-09 02:20:51,2026-03-17 02:20:51,DONE,SPR-PRJ-9-18,1
WIN-6104,PRJ-5,USR-78062,Task,When true culture forget as personal.,Low,2026-06-21 18:08:50,2026-06-30 18:08:50,DONE,SPR-PRJ-8-3,3
THES-4643,PRJ-1,USR-76307,Bug,It agency something various subject east list.,High,2025-10-07 18:52:41,2025-10-12 18:52:41,DONE,SPR-PRJ-1-8,2
DEVE-8934,PRJ-0,USR-77033,Story,Start mind door.,High,2026-02-06 07:35:23,2026-02-19 07:35:23,DONE,SPR-PRJ-7-0,8
CHOI-1709,PRJ-4,USR-10851,Story,People shake personal often beat art almost finish.,High,2025-10-25 06:39:48,2025-11-04 06:39:48,DONE,SPR-PRJ-2-4,8
ANIM-5544,PRJ-2,USR-71524,Story,Site artist sort area.,Low,2026-08-22 04:08:55,2026-09-04 04:08:55,DONE,SPR-PRJ-7-18,8
THES-1229,PRJ-1,USR-13617,Task,It big argue appear sure I pay in.,High,2026-05-22 03:34:55,2026-06-04 03:34:55,DONE,SPR-PRJ-5-17,1
TERM-7004,PRJ-7,USR-49132,Bug,Skin perhaps law less into per big prepare.,High,2026-08-28 17:34:49,2026-08-31 17:34:49,DONE,SPR-PRJ-8-21,3
PROF-7677,PRJ-3,USR-21359,Story,Law foreign court.,Medium,2026-06-16 09:46:30,2026-06-18 09:46:30,DONE,SPR-PRJ-5-13,2
THES-6375,PRJ-1,USR-95426,Task,Organization attack smile.,Low,2025-11-05 20:13:20,2025-11-17 20:13:20,DONE,SPR-PRJ-3-7,5
ORGA-4093,PRJ-6,USR-79397,Task,Call meeting green loss per control case.,Low,2025-12-11 03:42:12,2025-12-17 03:42:12,DONE,SPR-PRJ-1-21,1
ORGA-8177,PRJ-6,USR-95180,Story,Camera once message prepare.,High,2025-10-14 01:51:17,2025-10-21 01:51:17,DONE,SPR-PRJ-4-6,8
PROF-6548,PRJ-3,USR-91230,Task,On must certainly light owner.,High,2026-02-12 21:29:51,2026-02-16 21:29:51,DONE,SPR-PRJ-8-22,5
CONF-5472,PRJ-9,USR-50425,Task,Wife military price certain down standard.,Medium,2026-01-17 23:59:52,2026-01-25 23:59:52,DONE,SPR-PRJ-7-2,8
ANIM-8448,PRJ-2,USR-49210,Task,Instead crime customer.,High,2026-05-02 05:32:11,2026-05-13 05:32:11,DONE,SPR-PRJ-1-10,1
ANIM-7269,PRJ-2,USR-24029,Task,Size game property reason word.,Low,2026-09-14 18:55:15,2026-09-24 18:55:15,DONE,SPR-PRJ-1-0,1
PROF-5809,PRJ-3,USR-34920,Task,System not friend federal forget bit.,Low,2026-05-17 21:16:30,2026-05-23 21:16:30,DONE,SPR-PRJ-8-15,8
THES-7285,PRJ-1,USR-47056,Task,Many turn police.,Medium,2026-09-02 04:58:48,2026-09-03 04:58:48,DONE,SPR-PRJ-0-8,2
ANIM-9052,PRJ-2,USR-95990,Task,Level defense lose shoulder spring.,Medium,2026-06-23 04:22:09,2026-07-06 04:22:09,DONE,SPR-PRJ-1-4,8
LIST-8697,PRJ-8,USR-93130,Bug,Day contain wrong guy available air.,High,2026-08-06 11:23:57,2026-08-13 11:23:57,DONE,SPR-PRJ-2-19,5
WIN-5660,PRJ-5,USR-52622,Story,Fact create one she.,High,2025-11-10 16:43:38,2025-11-24 16:43:38,DONE,SPR-PRJ-3-21,3
ORGA-2594,PRJ-6,USR-62976,Task,Current exist despite.,High,2025-10-14 00:18:28,2025-10-25 00:18:28,DONE,SPR-PRJ-2-14,2
THES-2073,PRJ-1,USR-35242,Story,Fund never condition again.,High,2026-01-06 17:05:29,2026-01-15 17:05:29,DONE,SPR-PRJ-3-11,1
LIST-7900,PRJ-8,USR-21846,Bug,Treat again quality her skin.,High,2026-08-20 07:18:34,2026-08-26 07:18:34,DONE,SPR-PRJ-4-0,8
TERM-2639,PRJ-7,USR-42951,Task,Very figure drive special produce wait.,Low,2025-11-09 01:23:29,2025-11-22 01:23:29,DONE,SPR-PRJ-8-3,3
ORGA-4305,PRJ-6,USR-86507,Story,Think there assume certain under some court her.,Low,2026-08-03 06:31:04,2026-08-07 06:31:04,DONE,SPR-PRJ-3-1,3
PROF-2506,PRJ-3,USR-38080,Bug,Outside with each animal pattern country.,Medium,2026-02-19 07:23:51,2026-02-24 07:23:51,DONE,SPR-PRJ-0-17,8
WIN-2256,PRJ-5,USR-34920,Task,Smile foreign apply somebody their.,Medium,2026-04-22 22:00:43,2026-05-03 22:00:43,DONE,SPR-PRJ-5-18,3
CONF-9443,PRJ-9,USR-46666,Story,Why though decide bank likely professional ask.,High,2026-08-23 15:39:54,2026-09-03 15:39:54,DONE,SPR-PRJ-7-12,8
TERM-5389,PRJ-7,USR-35048,Bug,Seem population meeting material less focus.,Medium,2026-04-12 11:42:34,2026-04-22 11:42:34,DONE,SPR-PRJ-7-18,1
ANIM-4938,PRJ-2,USR-95191,Task,Reason resource manager environmental husband TV once.,Medium,2026-02-19 03:53:15,2026-02-26 03:53:15,DONE,SPR-PRJ-3-9,1
CHOI-3631,PRJ-4,USR-83060,Task,Detail data tell how fill.,High,2025-10-11 04:15:49,2025-10-13 04:15:49,DONE,SPR-PRJ-1-14,2
TERM-8145,PRJ-7,USR-17331,Story,Number very hear nearly care base.,High,2026-09-07 02:27:10,2026-09-12 02:27:10,DONE,SPR-PRJ-1-10,1
ANIM-1691,PRJ-2,USR-28818,Story,Goal once let perform international level important.,High,2026-03-18 14:10:30,2026-04-01 14:10:30,DONE,SPR-PRJ-9-13,1
ORGA-6954,PRJ-6,USR-19305,Task,First him conference doctor population grow bar.,Low,2026-08-05 09:36:37,2026-08-19 09:36:37,DONE,SPR-PRJ-1-11,2
LIST-9605,PRJ-8,USR-19305,Story,Mention poor skill unit better author although.,Low,2026-08-20 04:43:05,2026-08-22 04:43:05,DONE,SPR-PRJ-8-5,3
ORGA-4571,PRJ-6,USR-10053,Task,Cultural forget few spring raise ever.,Medium,2025-12-13 18:04:41,2025-12-20 18:04:41,DONE,SPR-PRJ-2-17,8
WIN-9941,PRJ-5,USR-78327,Task,Your your sell science treatment across federal state.,High,2026-06-28 00:09:04,2026-07-04 00:09:04,DONE,SPR-PRJ-5-1,3
DEVE-1895,PRJ-0,USR-55793,Story,Watch state serious activity pressure writer.,Medium,2026-07-28 02:22:10,2026-08-06 02:22:10,DONE,SPR-PRJ-4-2,3
THES-9763,PRJ-1,USR-68529,Task,Dinner rich decide do only need.,High,2025-11-23 22:29:10,2025-11-30 22:29:10,DONE,SPR-PRJ-9-21,3
PROF-3625,PRJ-3,USR-97580,Bug,Future beat suffer investment walk individual just.,Medium,2026-03-28 00:02:35,2026-04-10 00:02:35,DONE,SPR-PRJ-0-8,3
WIN-7920,PRJ-5,USR-56438,Story,Air catch them figure scene matter probably.,Low,2026-08-24 05:06:02,2026-08-29 05:06:02,DONE,SPR-PRJ-5-9,1
LIST-6353,PRJ-8,USR-60615,Story,Different international sell several real federal.,Low,2026-02-11 16:46:43,2026-02-22 16:46:43,DONE,SPR-PRJ-1-23,5
PROF-6006,PRJ-3,USR-95477,Story,Nothing allow cause.,High,2026-05-12 21:54:11,2026-05-21 21:54:11,DONE,SPR-PRJ-7-14,2
TERM-8837,PRJ-7,USR-85456,Story,Picture owner part term woman daughter hospital.,Low,2026-02-02 05:14:35,2026-02-12 05:14:35,DONE,SPR-PRJ-8-19,3
WIN-3980,PRJ-5,USR-53652,Bug,Could board notice later thus behavior.,High,2026-04-22 12:53:54,2026-04-23 12:53:54,DONE,SPR-PRJ-0-5,8
THES-8576,PRJ-1,USR-69250,Story,Concern step owner agree current treat history.,High,2025-11-06 11:21:16,2025-11-13 11:21:16,DONE,SPR-PRJ-6-14,5
WIN-3787,PRJ-5,USR-54118,Bug,Fact modern lawyer happy action.,Low,2025-12-15 22:08:26,2025-12-22 22:08:26,DONE,SPR-PRJ-8-5,5
PROF-4121,PRJ-3,USR-85372,Task,Hospital writer can industry sea home.,Medium,2026-01-31 20:49:18,2026-02-12 20:49:18,DONE,SPR-PRJ-5-6,5
PROF-5636,PRJ-3,USR-81987,Story,Candidate day it report little.,Medium,2026-09-12 21:07:52,2026-09-25 21:07:52,DONE,SPR-PRJ-1-13,1
TERM-5068,PRJ-7,USR-37686,Task,Voice onto maybe range every account central.,High,2026-05-19 10:03:54,2026-05-20 10:03:54,DONE,SPR-PRJ-5-0,2
PROF-7283,PRJ-3,USR-38183,Task,Painting east forget notice make leg.,High,2025-10-21 19:19:45,2025-10-23 19:19:45,DONE,SPR-PRJ-5-22,1
WIN-1745,PRJ-5,USR-66244,Task,Explain thing lead red.,Medium,2025-10-12 03:22:54,2025-10-19 03:22:54,DONE,SPR-PRJ-7-3,3
ANIM-9253,PRJ-2,USR-77908,Task,Hospital statement sure indeed conference.,High,2026-06-30 08:07:29,2026-07-02 08:07:29,DONE,SPR-PRJ-3-9,8
WIN-1723,PRJ-5,USR-68979,Task,Leader treat contain notice hour watch.,Low,2026-05-24 20:48:24,2026-05-30 20:48:24,DONE,SPR-PRJ-9-21,5
LIST-6128,PRJ-8,USR-70910,Bug,Event physical factor trouble.,Medium,2025-12-29 01:12:25,2026-01-11 01:12:25,DONE,SPR-PRJ-1-14,8
PROF-3435,PRJ-3,USR-38785,Task,Training in seven building hard.,Medium,2026-06-25 01:19:36,2026-06-28 01:19:36,DONE,SPR-PRJ-7-12,5
LIST-8949,PRJ-8,USR-83619,Bug,Mean single improve close.,High,2026-07-17 07:53:39,2026-07-19 07:53:39,DONE,SPR-PRJ-3-17,1
LIST-5469,PRJ-8,USR-68138,Story,And ago police put left gas human.,Low,2025-12-16 11:55:59,2025-12-17 11:55:59,DONE,SPR-PRJ-5-14,8
TERM-2545,PRJ-7,USR-12671,Bug,Also economy remember carry prove less.,Low,2025-12-11 11:03:28,2025-12-13 11:03:28,DONE,SPR-PRJ-4-4,3
DEVE-2328,PRJ-0,USR-25096,Task,Bar prevent require just.,Medium,2026-03-25 03:14:39,2026-04-05 03:14:39,DONE,SPR-PRJ-2-20,8
CONF-8423,PRJ-9,USR-59377,Bug,Success color adult beyond family.,High,2026-03-28 19:08:41,2026-04-01 19:08:41,DONE,SPR-PRJ-9-4,1
THES-9964,PRJ-1,USR-14117,Task,Collection provide action event key concern.,Medium,2026-04-22 14:25:12,2026-04-25 14:25:12,DONE,SPR-PRJ-2-13,5
ORGA-7592,PRJ-6,USR-51750,Bug,Throughout mother kind.,High,2026-07-01 09:53:25,2026-07-03 09:53:25,DONE,SPR-PRJ-3-4,5
ANIM-6882,PRJ-2,USR-17894,Bug,Political respond to hospital final appear above.,High,2025-10-15 12:12:13,2025-10-23 12:12:13,DONE,SPR-PRJ-4-18,5
ORGA-2478,PRJ-6,USR-23006,Bug,Short up hear draw before instead.,High,2026-07-23 22:27:55,2026-07-30 22:27:55,DONE,SPR-PRJ-6-17,5
TERM-4673,PRJ-7,USR-89276,Task,Star quite as when benefit structure.,Low,2025-10-02 14:47:38,2025-10-13 14:47:38,DONE,SPR-PRJ-6-21,8
THES-8825,PRJ-1,USR-34356,Bug,Right analysis mention spring.,Medium,2026-06-11 21:01:39,2026-06-25 21:01:39,DONE,SPR-PRJ-2-15,8
LIST-2253,PRJ-8,USR-46509,Bug,Phone person various house into discussion black.,Medium,2026-01-30 06:40:36,2026-02-06 06:40:36,DONE,SPR-PRJ-1-0,5
WIN-5175,PRJ-5,USR-56179,Story,Address pressure activity defense.,High,2026-01-30 13:05:30,2026-02-11 13:05:30,DONE,SPR-PRJ-7-1,5
THES-7819,PRJ-1,USR-21359,Bug,Price everything perhaps analysis.,Low,2025-12-21 10:31:49,2025-12-29 10:31:49,DONE,SPR-PRJ-8-1,5
PROF-4032,PRJ-3,USR-21188,Task,In should matter wrong Republican.,Low,2026-09-05 20:10:16,2026-09-07 20:10:16,DONE,SPR-PRJ-4-15,8
TERM-8539,PRJ-7,USR-85156,Bug,Commercial where outside wonder recent question win.,Low,2026-07-31 06:09:39,2026-08-12 06:09:39,DONE,SPR-PRJ-5-4,3
ORGA-5958,PRJ-6,USR-54118,Story,Forward play this fish.,High,2026-06-23 09:01:52,2026-07-07 09:01:52,DONE,SPR-PRJ-0-4,2
PROF-8139,PRJ-3,USR-76535,Bug,Attack adult treatment large memory score me.,High,2026-08-23 16:08:44,2026-08-25 16:08:44,DONE,SPR-PRJ-3-5,5
THES-3721,PRJ-1,USR-58870,Task,Discussion pattern to.,Medium,2026-06-27 14:42:17,2026-07-05 14:42:17,DONE,SPR-PRJ-0-5,5
CONF-7418,PRJ-9,USR-94696,Bug,Scene serious people art hear.,Low,2026-01-24 21:45:47,2026-01-31 21:45:47,DONE,SPR-PRJ-4-10,5
TERM-7548,PRJ-7,USR-33627,Bug,Charge daughter also type our.,Low,2026-01-20 03:44:05,2026-02-03 03:44:05,DONE,SPR-PRJ-9-6,5
DEVE-7914,PRJ-0,USR-33416,Task,Care fish skin always social increase.,Low,2026-03-18 06:54:47,2026-03-25 06:54:47,DONE,SPR-PRJ-9-11,5
WIN-8345,PRJ-5,USR-93507,Task,Seek director run garden day.,Low,2026-08-08 14:05:47,2026-08-12 14:05:47,DONE,SPR-PRJ-5-0,3
CONF-6556,PRJ-9,USR-51207,Bug,Soon recent develop their miss.,Low,2025-10-17 23:05:28,2025-10-25 23:05:28,DONE,SPR-PRJ-1-9,3
WIN-8738,PRJ-5,USR-93507,Bug,Picture ask man west appear yeah.,High,2025-12-07 05:51:11,2025-12-12 05:51:11,DONE,SPR-PRJ-7-8,1
PROF-3561,PRJ-3,USR-12128,Task,Begin or story use.,Medium,2025-12-15 06:33:13,2025-12-20 06:33:13,DONE,SPR-PRJ-2-12,2
CHOI-6849,PRJ-4,USR-67008,Bug,Back right find return each computer eat.,High,2025-12-27 17:39:19,2026-01-09 17:39:19,DONE,SPR-PRJ-0-16,3
THES-4671,PRJ-1,USR-41531,Task,Large player even sit bag win huge.,High,2026-01-15 18:46:01,2026-01-28 18:46:01,DONE,SPR-PRJ-9-8,8
CONF-2706,PRJ-9,USR-72094,Task,Kid measure same set standard soldier after.,Medium,2025-12-01 02:46:41,2025-12-15 02:46:41,DONE,SPR-PRJ-8-1,1
LIST-1687,PRJ-8,USR-38197,Story,Take serve TV organization check risk.,High,2026-02-22 02:10:15,2026-02-28 02:10:15,DONE,SPR-PRJ-1-16,3
THES-3527,PRJ-1,USR-20345,Story,Less law heart paper author carry.,High,2026-01-04 21:13:04,2026-01-18 21:13:04,DONE,SPR-PRJ-2-3,5
WIN-5698,PRJ-5,USR-45774,Task,Choice couple actually may rise.,Low,2026-03-28 04:53:28,2026-04-10 04:53:28,DONE,SPR-PRJ-4-10,3
LIST-7909,PRJ-8,USR-27675,Task,Understand wait wife health majority political.,Medium,2026-04-05 19:45:57,2026-04-12 19:45:57,DONE,SPR-PRJ-9-13,5
TERM-3385,PRJ-7,USR-77552,Bug,Impact although TV his.,High,2026-05-13 10:31:21,2026-05-15 10:31:21,DONE,SPR-PRJ-3-14,3
ORGA-1607,PRJ-6,USR-23577,Bug,Create job effort tree.,High,2026-05-04 14:56:22,2026-05-15 14:56:22,DONE,SPR-PRJ-7-14,8
LIST-5986,PRJ-8,USR-26059,Task,Meeting major read recent prepare unit.,High,2026-07-04 10:53:57,2026-07-18 10:53:57,DONE,SPR-PRJ-2-23,8
TERM-4360,PRJ-7,USR-78951,Bug,Drug alone spend piece put.,Low,2026-07-09 15:58:21,2026-07-17 15:58:21,DONE,SPR-PRJ-7-10,3
THES-1605,PRJ-1,USR-33627,Bug,End lay race effect.,Low,2026-06-24 19:59:24,2026-06-27 19:59:24,DONE,SPR-PRJ-5-13,8
LIST-6115,PRJ-8,USR-16895,Story,Weight success activity side popular true huge only.,High,2026-05-18 19:31:25,2026-05-19 19:31:25,DONE,SPR-PRJ-9-11,8
ORGA-9278,PRJ-6,USR-79397,Task,Million country institution stop.,Medium,2026-09-11 20:58:24,2026-09-22 20:58:24,DONE,SPR-PRJ-5-9,3
CONF-1085,PRJ-9,USR-83060,Bug,May mouth though only safe.,Low,2026-01-03 04:00:57,2026-01-13 04:00:57,DONE,SPR-PRJ-7-14,8
CHOI-3293,PRJ-4,USR-15726,Story,Body of something sport.,High,2026-07-16 04:32:30,2026-07-22 04:32:30,DONE,SPR-PRJ-5-12,8
ANIM-7974,PRJ-2,USR-14117,Story,Us huge final would staff.,Medium,2026-01-09 10:32:45,2026-01-12 10:32:45,DONE,SPR-PRJ-5-1,2
LIST-7598,PRJ-8,USR-69914,Task,Attorney recent modern pressure.,Medium,2025-09-27 13:47:55,2025-10-07 13:47:55,DONE,SPR-PRJ-5-7,5
ORGA-3668,PRJ-6,USR-11231,Bug,Color hear region cup consider way.,Medium,2026-07-08 15:32:02,2026-07-11 15:32:02,DONE,SPR-PRJ-7-12,8
DEVE-3569,PRJ-0,USR-76249,Story,Sport control arrive consumer service else total.,Low,2026-03-20 23:32:53,2026-04-03 23:32:53,DONE,SPR-PRJ-4-8,1
DEVE-9565,PRJ-0,USR-57472,Task,Phone person than coach fall help.,Medium,2026-03-04 17:18:23,2026-03-09 17:18:23,DONE,SPR-PRJ-5-4,1
DEVE-5999,PRJ-0,USR-39154,Bug,Garden one long pull.,Medium,2026-01-12 10:41:45,2026-01-13 10:41:45,DONE,SPR-PRJ-1-7,8
TERM-6074,PRJ-7,USR-35242,Task,Article seem account.,Medium,2025-11-05 02:41:40,2025-11-19 02:41:40,DONE,SPR-PRJ-7-16,8
TERM-8371,PRJ-7,USR-62187,Bug,Best mission account.,Medium,2026-05-11 03:52:13,2026-05-13 03:52:13,DONE,SPR-PRJ-8-12,8
PROF-7478,PRJ-3,USR-49221,Bug,Would seven usually list front investment he.,Medium,2026-05-19 03:18:41,2026-05-31 03:18:41,DONE,SPR-PRJ-2-23,1
CHOI-3028,PRJ-4,USR-44237,Bug,Yourself stage wait professor her arm.,Low,2026-09-07 15:54:18,2026-09-17 15:54:18,DONE,SPR-PRJ-8-1,1
LIST-1305,PRJ-8,USR-91205,Story,South able that I structure understand.,High,2026-02-12 05:31:05,2026-02-17 05:31:05,DONE,SPR-PRJ-8-9,2
CONF-6249,PRJ-9,USR-69878,Story,But most week seem eat later rather thank.,Medium,2025-10-06 22:26:39,2025-10-13 22:26:39,DONE,SPR-PRJ-1-22,5
CHOI-2491,PRJ-4,USR-27781,Story,Produce about point walk focus plant.,Medium,2026-04-14 22:25:53,2026-04-17 22:25:53,DONE,SPR-PRJ-1-22,3
DEVE-6329,PRJ-0,USR-25014,Task,Wide save question.,Medium,2026-09-01 04:05:05,2026-09-03 04:05:05,DONE,SPR-PRJ-3-9,2
THES-1849,PRJ-1,USR-38183,Bug,Machine school soldier give voice walk live probably.,High,2025-12-26 16:00:34,2026-01-03 16:00:34,DONE,SPR-PRJ-5-10,8
WIN-8615,PRJ-5,USR-70236,Story,Safe family crime century.,Medium,2026-06-25 14:53:43,2026-07-06 14:53:43,DONE,SPR-PRJ-2-11,1
THES-5035,PRJ-1,USR-34551,Story,Size respond all marriage beautiful strategy you.,Medium,2026-04-16 22:20:37,2026-04-26 22:20:37,DONE,SPR-PRJ-4-8,5
ANIM-7116,PRJ-2,USR-85372,Story,Collection land break production drive deep send.,Low,2026-09-01 16:40:46,2026-09-08 16:40:46,DONE,SPR-PRJ-9-17,8
CONF-5739,PRJ-9,USR-13278,Story,Black year ahead upon.,Medium,2026-06-10 04:21:19,2026-06-15 04:21:19,DONE,SPR-PRJ-6-9,3
PROF-9361,PRJ-3,USR-98652,Bug,Short detail election live today but.,Low,2026-01-31 18:17:35,2026-02-02 18:17:35,DONE,SPR-PRJ-3-4,1
LIST-5578,PRJ-8,USR-65435,Bug,Plant man somebody four difference office under.,Medium,2025-11-18 16:25:36,2025-11-29 16:25:36,DONE,SPR-PRJ-3-15,3
WIN-6597,PRJ-5,USR-69441,Task,Help response save high politics no.,High,2025-10-22 01:49:32,2025-11-03 01:49:32,DONE,SPR-PRJ-1-10,1
ANIM-7769,PRJ-2,USR-60779,Task,Speak difference break because become scientist.,Medium,2026-08-25 10:53:52,2026-09-03 10:53:52,DONE,SPR-PRJ-0-20,1
THES-6783,PRJ-1,USR-67008,Bug,Of camera finish herself.,Medium,2025-12-09 00:49:47,2025-12-16 00:49:47,DONE,SPR-PRJ-1-21,1
