attendance_event_id,employee_id,event_date,location_type,event_type
d93ff1ac-b98a-4a1c-8d91-05dcb6117924,EMP000258,2026-06-19,NON_OFFICE,REMOTE
a42a90ed-c8fc-425e-b487-6fca0cd3b37c,EMP000258,2026-06-22,OFFICE,OFFICE
a92ff254-d4a1-4394-b235-dba52fdac2a6,EMP000258,2026-06-23,OFFICE,OFFICE
62f2e94f-1148-4a9b-8a92-8cb873427425,EMP000258,2026-06-24,OFFICE,OFFICE
94d16569-b413-4bc3-925f-ead1aa5a5914,EMP000258,2026-06-25,OFFICE,OFFICE
84ef7d7a-d2a4-454c-9a15-239b5fdabcf9,EMP000258,2026-06-26,OFFICE,OFFICE
ea19b21e-21d5-47a1-867e-2e8456be5418,EMP000258,2026-06-29,OFFICE,OFFICE
b810bde3-63ee-4faf-8e24-2fa6a0dbe310,EMP000258,2026-06-30,OFFICE,OFFICE
807fd06e-4e6a-4504-8ca2-0b3605519082,EMP000258,2026-07-01,OFFICE,OFFICE
5ae383b7-89ec-435e-8dd8-db27cdfbd01a,EMP000258,2026-07-02,NON_OFFICE,REMOTE
b8928e01-a14a-4169-8a46-515817918cba,EMP000258,2026-07-03,NON_OFFICE,REMOTE
a23cc79c-0789-4691-80a6-82141313cf08,EMP000258,2026-07-06,OFFICE,OFFICE
5ca89d6a-8f61-4b0c-bd22-6165ab063d0b,EMP000258,2026-07-07,OFFICE,OFFICE
f97a12a2-eb6a-4c99-b2cd-bfd2fc70b731,EMP000258,2026-07-08,NON_OFFICE,LEAVE
c2cdba93-c973-4da7-b964-83c481c4f5e5,EMP000258,2026-07-09,OFFICE,OFFICE
2f7ba79a-a154-4e75-941c-f8666815b921,EMP000258,2026-07-10,OFFICE,OFFICE
5cecffc0-ac09-4fd5-98af-4ec0f417119d,EMP000258,2026-07-13,OFFICE,OFFICE
1924664e-7f46-46bd-a346-7be09f24a2fd,EMP000258,2026-07-14,OFFICE,OFFICE
c442a28a-ff1f-4799-a855-0f28fd069d22,EMP000258,2026-07-15,OFFICE,OFFICE
9cbb418b-d6d2-47bc-bc8c-23a0845e0d7f,EMP000258,2026-07-16,OFFICE,OFFICE
a7fa40fd-dde1-41b0-a547-9e2c697e5390,EMP000258,2026-07-17,OFFICE,OFFICE
7d3fe5f8-3eec-476c-9146-34d6d2a71e8e,EMP000258,2026-07-20,OFFICE,OFFICE
a043f7fe-d99c-4536-abb8-4d0bd4bd4a1e,EMP000258,2026-07-21,OFFICE,OFFICE
a90efc0c-b296-4f54-b80a-0998927cc843,EMP000258,2026-07-22,OFFICE,OFFICE
d47c0672-a8be-4544-9821-0bc1cfe70d23,EMP000258,2026-07-23,NON_OFFICE,REMOTE
cebca603-0e26-47ec-b931-c30e78a69f5c,EMP000258,2026-07-24,OFFICE,OFFICE
0051fcd8-11c4-4bbc-84b2-6cde44acbbc6,EMP000258,2026-07-27,NON_OFFICE,BUSINESS_TRAVEL
f5703edc-c89b-4b2c-8413-0bc06c6b11b7,EMP000258,2026-07-28,OFFICE,OFFICE
bd19161d-5840-405e-aa83-f5443e3a7b94,EMP000258,2026-07-29,OFFICE,OFFICE
c693f042-369a-4220-8edb-9f9eec235ac5,EMP000258,2026-07-30,OFFICE,OFFICE
6f1af918-56cc-4c6e-8fc0-8ec1ffdb286a,EMP000258,2026-07-31,NON_OFFICE,REMOTE
b899c7ba-aa74-441c-b57c-66e7d50d2a6b,EMP000258,2026-08-03,NON_OFFICE,LEAVE
b3a17b0f-4ff3-42d6-af6b-815227e63605,EMP000258,2026-08-04,NON_OFFICE,LEAVE
b779d516-1489-439f-b904-bafe4893af96,EMP000258,2026-08-05,OFFICE,OFFICE
02ca23aa-e9e8-42d2-b896-d1d52d58287a,EMP000258,2026-08-06,NON_OFFICE,REMOTE
4258c537-0634-4829-ae38-7d2318871b69,EMP000258,2026-08-07,NON_OFFICE,REMOTE
5e706671-4679-4c52-8cb7-da9a89a06eff,EMP000258,2026-08-10,OFFICE,OFFICE
68b03c4f-d0db-41dd-aa0f-b3d88dbf5b02,EMP000258,2026-08-11,OFFICE,OFFICE
a997751a-d1c3-45af-b78a-2ef1f04c9d24,EMP000258,2026-08-12,NON_OFFICE,REMOTE
af644e73-9ace-4ef5-b224-bd43233701e5,EMP000258,2026-08-13,OFFICE,OFFICE
901426a2-287f-45df-8b0f-d561972d95be,EMP000258,2026-08-14,NON_OFFICE,LEAVE
7cb9766a-557a-48ef-b70a-8e9475c09e4c,EMP000258,2026-08-17,OFFICE,OFFICE
d551fb73-220b-416c-baac-f7058ede7079,EMP000258,2026-08-18,OFFICE,OFFICE
e940fc45-d29e-4303-835f-2c7b5c5c28f5,EMP000258,2026-08-19,OFFICE,OFFICE
4b7015cc-38a7-4972-8b3d-29df10955477,EMP000258,2026-08-20,OFFICE,OFFICE
f468c3be-fffe-4ff5-9afd-c55f9d33a4e6,EMP000258,2026-08-21,OFFICE,OFFICE
5b9bb94a-7b30-45f6-9c0e-590989b8c460,EMP000258,2026-08-24,OFFICE,OFFICE
75546a05-44b5-4289-9dbc-625b268ceaf1,EMP000258,2026-08-25,OFFICE,OFFICE
c30e3e0a-da21-475b-aa85-f916a14fb956,EMP000258,2026-08-26,OFFICE,OFFICE
0d8e97ab-d2dd-47cf-814c-70a217e636d4,EMP000258,2026-08-27,OFFICE,OFFICE
ca28f1c5-5516-4ae7-9e12-cac52e136375,EMP000258,2026-08-28,OFFICE,OFFICE
26d054d8-772c-4541-85dc-700c349c98fc,EMP000258,2026-08-31,OFFICE,OFFICE
94ed2330-1c78-4fc3-87f7-5a5a5f67a61e,EMP000258,2026-09-01,OFFICE,OFFICE
cfde92ad-da44-49dc-9a21-45512c29d8f5,EMP000258,2026-09-02,NON_OFFICE,REMOTE
f18a6a4b-188a-4900-b15a-4a15da940410,EMP000258,2026-09-03,OFFICE,OFFICE
6af6712b-8448-414c-bf3c-78f8a05e32b4,EMP000258,2026-09-04,NON_OFFICE,LEAVE
3c9551fa-cdf3-4212-8bfe-d901566c44f8,EMP000258,2026-09-07,OFFICE,OFFICE
b477ceaf-4aba-4a82-b4d5-49b533e0216e,EMP000258,2026-09-08,NON_OFFICE,REMOTE
f9f9cdb3-3f30-4d40-ad33-a748bf09ace8,EMP000258,2026-09-09,NON_OFFICE,LEAVE
ba9e08c0-6c18-436a-bb41-9e796c702f3e,EMP000258,2026-09-10,NON_OFFICE,LEAVE
bac92a7d-f55e-49cd-91d2-8c1a35ec256c,EMP000258,2026-09-11,NON_OFFICE,REMOTE
07a8f39b-6031-467a-a028-a6db93b2d7d2,EMP000258,2026-09-14,OFFICE,OFFICE
3bc8befa-9da2-4db8-83a0-e818fc4493d9,EMP000258,2026-09-15,OFFICE,OFFICE
2e55477f-4d8a-4321-9abd-29f93e75d97f,EMP000258,2026-09-16,OFFICE,OFFICE
dbdb8864-854f-4a16-99f2-273df76976bf,EMP000258,2026-09-17,OFFICE,OFFICE
14762b21-9719-4f70-96c4-986fb6f1b3cb,EMP000258,2026-09-18,OFFICE,OFFICE
c80d9b26-3e8d-4c06-9f01-ee7b1110893c,EMP000259,2025-09-26,NON_OFFICE,REMOTE
acf393f9-d519-444d-8793-9c8d5de65232,EMP000259,2025-09-29,NON_OFFICE,REMOTE
8ce2fc6a-916f-4810-be8e-9fd5e26c709b,EMP000259,2025-09-30,NON_OFFICE,REMOTE
eb934142-0f60-4042-ae04-3c814a56648f,EMP000259,2025-10-01,NON_OFFICE,REMOTE
dab0450a-9948-44b2-951f-12516a11f164,EMP000259,2025-10-02,NON_OFFICE,REMOTE
bb7cefa2-1646-4fd6-b814-bcf0797b88e5,EMP000259,2025-10-03,NON_OFFICE,REMOTE
9dab2045-c742-4142-ac5b-aa1da9c08120,EMP000259,2025-10-06,NON_OFFICE,REMOTE
bf80e0ea-a479-4537-af1b-73018990ce5f,EMP000259,2025-10-07,OFFICE,OFFICE
415044d1-0d6f-4600-af91-dec60084134a,EMP000259,2025-10-08,NON_OFFICE,BUSINESS_TRAVEL
04bf7c91-7dc2-455e-9101-f70dc74f0947,EMP000259,2025-10-09,OFFICE,OFFICE
0221b9fa-4d38-43b3-8f93-7d3f0b91ec08,EMP000259,2025-10-10,NON_OFFICE,LEAVE
fefd6765-cf8b-47d2-b752-b2210bc37813,EMP000259,2025-10-13,NON_OFFICE,REMOTE
5c455d13-6b42-4432-b518-5fd89c4670bc,EMP000259,2025-10-14,NON_OFFICE,REMOTE
4c512884-5cbb-4114-acf8-0093cdd5c0c6,EMP000259,2025-10-15,NON_OFFICE,REMOTE
877c8fd1-60cc-4c63-996f-58eedc9054fb,EMP000259,2025-10-16,NON_OFFICE,REMOTE
00d20492-450a-45ad-84eb-26cd1f4411f1,EMP000259,2025-10-17,OFFICE,OFFICE
68880332-fe23-4c3b-8fb6-3911aeea6bf5,EMP000259,2025-10-20,NON_OFFICE,REMOTE
5e9625c4-5ec6-4afa-b8aa-d028174eb146,EMP000259,2025-10-21,NON_OFFICE,REMOTE
3cf44a95-5abe-49de-b7a3-9803739d180d,EMP000259,2025-10-22,NON_OFFICE,REMOTE
59e5f59d-135d-4cf8-8689-6bdd8e7a68c5,EMP000259,2025-10-23,NON_OFFICE,REMOTE
86f1b6f3-a2c3-4bbe-957f-12a77e7554b7,EMP000259,2025-10-24,OFFICE,OFFICE
9781572f-1459-4170-ad39-4b5058b1f38d,EMP000259,2025-10-27,OFFICE,OFFICE
0a7c8283-11a7-41f7-9bf5-d88e848d1931,EMP000259,2025-10-28,NON_OFFICE,REMOTE
0bdc97ba-ce18-429a-92b9-81963fc0e4c7,EMP000259,2025-10-29,NON_OFFICE,REMOTE
cbf83b26-846a-418f-922f-64ed6d75e799,EMP000259,2025-10-30,NON_OFFICE,REMOTE
52ff7165-d43a-4f70-b7c9-88f2d9fe64e1,EMP000259,2025-10-31,NON_OFFICE,REMOTE
4a4db4f0-2e8f-466c-9648-0263e761d8cc,EMP000259,2025-11-03,NON_OFFICE,REMOTE
2b51e0db-a631-4d1e-bcd1-cd4652f39052,EMP000259,2025-11-04,NON_OFFICE,REMOTE
58594bb7-dc60-485a-a8da-a24a7b326fa5,EMP000259,2025-11-05,NON_OFFICE,REMOTE
4e23cead-a714-4b37-a317-60e4fa66ca82,EMP000259,2025-11-06,NON_OFFICE,REMOTE
51bc4460-6f21-490b-a683-360cc8c2f3ff,EMP000259,2025-11-07,NON_OFFICE,REMOTE
ea1b58d9-de39-4990-b27c-4d4e3403b475,EMP000259,2025-11-10,NON_OFFICE,REMOTE
418a3ff8-ed96-41bf-a074-f56114996e1c,EMP000259,2025-11-11,NON_OFFICE,REMOTE
40fef61d-78d4-4363-8470-b244015169f6,EMP000259,2025-11-12,NON_OFFICE,REMOTE
a0ed5c78-2ee0-4d66-a924-30418e0b9a04,EMP000259,2025-11-13,NON_OFFICE,REMOTE
187d34ab-b685-4c92-951a-924e00a499af,EMP000259,2025-11-14,OFFICE,OFFICE
6e9cbf43-b7e1-4394-ab96-5df24ff77ec2,EMP000259,2025-11-17,NON_OFFICE,REMOTE
0763dfaa-c94d-4d29-ba6a-cf7118b29ecd,EMP000259,2025-11-18,NON_OFFICE,REMOTE
a8c95f0a-31da-4fbb-97fb-5e9cc8e21a95,EMP000259,2025-11-19,NON_OFFICE,REMOTE
79cc667f-251e-4bf8-b43d-3e60a10655fc,EMP000259,2025-11-20,NON_OFFICE,REMOTE
566720cc-6ffd-4f07-bb0a-06dbb2d07771,EMP000259,2025-11-21,NON_OFFICE,REMOTE
333a327b-6326-43fc-99e9-6d674e72b34f,EMP000259,2025-11-24,NON_OFFICE,REMOTE
e9615d66-76e7-4e9b-a903-4d65c3f17723,EMP000259,2025-11-25,OFFICE,OFFICE
e8e4accd-3247-4beb-8221-e67f956428d4,EMP000259,2025-11-26,NON_OFFICE,REMOTE
fcd1452e-06f7-4d7d-92d5-d1ec5f371094,EMP000259,2025-11-27,NON_OFFICE,REMOTE
05e61615-b2ac-49aa-890e-e0befcb7a6e4,EMP000259,2025-11-28,NON_OFFICE,REMOTE
d8d0298c-398b-4cd3-b3ad-13896c3c49cd,EMP000259,2025-12-01,NON_OFFICE,REMOTE
24896c36-e075-4e84-b937-89ed2fdb07b8,EMP000259,2025-12-02,NON_OFFICE,REMOTE
2b8fa881-5aaa-42f4-8914-ddf5109bcc01,EMP000259,2025-12-03,NON_OFFICE,LEAVE
0456b218-8cbc-4f76-abb9-baec356f324a,EMP000259,2025-12-04,NON_OFFICE,REMOTE
67efd730-d319-4e79-b48b-76aa07f5f4b2,EMP000259,2025-12-05,NON_OFFICE,LEAVE
36d9d968-a7c9-4483-b627-4195d38262fb,EMP000259,2025-12-08,NON_OFFICE,REMOTE
d31211b4-ca32-4757-9be9-c3bd615b01b9,EMP000259,2025-12-09,NON_OFFICE,REMOTE
2ebe69f9-8f94-4db8-9470-748c807e9ed1,EMP000259,2025-12-10,NON_OFFICE,REMOTE
b6587150-d66d-47a0-8223-97d2ce16a494,EMP000259,2025-12-11,NON_OFFICE,REMOTE
af1a17e2-7ba4-4fa2-8260-d86bd2c5cc22,EMP000259,2025-12-12,NON_OFFICE,REMOTE
0836127c-a9e4-48f3-b8c7-55dd37a2d1aa,EMP000259,2025-12-15,NON_OFFICE,REMOTE
a13aff58-be2b-4cc3-bc16-e04954892d36,EMP000259,2025-12-16,NON_OFFICE,REMOTE
f8a8e13d-7dfd-471f-bb9d-7639946e6011,EMP000259,2025-12-17,NON_OFFICE,REMOTE
749b1799-c0a7-4f4a-82ea-b4d5b63c775f,EMP000259,2025-12-18,NON_OFFICE,REMOTE
2bb79407-edcc-4bd0-ba16-84bc6c6d0af7,EMP000259,2025-12-19,NON_OFFICE,REMOTE
bff6606c-ae77-480a-b7c4-3a22a6a78439,EMP000259,2025-12-22,NON_OFFICE,REMOTE
660253e1-25bb-427d-847c-bf77e4e02d25,EMP000259,2025-12-23,NON_OFFICE,REMOTE
dd45e30e-c296-44ef-b0f6-81e908978c8c,EMP000259,2025-12-24,NON_OFFICE,LEAVE
058a196b-8beb-488b-b93f-47fcd98ac30d,EMP000259,2025-12-25,NON_OFFICE,REMOTE
7203ad15-f9ba-4da9-9058-036fca43d333,EMP000259,2025-12-26,NON_OFFICE,REMOTE
2be1cec8-45bc-4083-8597-e4c3385d32b9,EMP000259,2025-12-29,OFFICE,OFFICE
ef9d15be-350c-4f67-831d-36fb49078480,EMP000259,2025-12-30,NON_OFFICE,REMOTE
76026018-bf79-456a-9f46-5125250e46c7,EMP000259,2025-12-31,OFFICE,OFFICE
3823f873-fd83-416f-bf18-69c4ce23e7f8,EMP000259,2026-01-01,NON_OFFICE,REMOTE
b9450a96-110d-41c1-bed5-4b8a55005369,EMP000259,2026-01-02,OFFICE,OFFICE
7746cc8c-1d92-41af-a6a9-8a6e86a3745a,EMP000259,2026-01-05,OFFICE,OFFICE
675a8408-4fe8-4c36-b9c6-984cdabdd1c7,EMP000259,2026-01-06,OFFICE,OFFICE
61cd2999-1c72-4a86-ba09-4bd51d5fe68f,EMP000259,2026-01-07,OFFICE,OFFICE
e9903e71-4053-477f-922a-d4b7344e985e,EMP000259,2026-01-08,NON_OFFICE,REMOTE
f52612e5-8923-4297-ade9-673886a7e93d,EMP000259,2026-01-09,NON_OFFICE,REMOTE
e40afb4a-dbe3-46ee-bb55-c71ad3d7a826,EMP000259,2026-01-12,OFFICE,OFFICE
c8614342-068c-4da6-a75e-ae3d0e7c6128,EMP000259,2026-01-13,NON_OFFICE,LEAVE
bcd43bc6-8b8e-4349-be70-f8aa7feec979,EMP000259,2026-01-14,NON_OFFICE,REMOTE
c67c0025-8463-42df-8cc3-57e0d9103f63,EMP000259,2026-01-15,NON_OFFICE,REMOTE
e17693d9-85a0-40c3-a5d0-136de4427a9f,EMP000259,2026-01-16,NON_OFFICE,REMOTE
b00063cc-aa5e-425d-80cb-daaba86405f1,EMP000259,2026-01-19,NON_OFFICE,REMOTE
3b382050-73c1-41bc-a03a-942183b3716a,EMP000259,2026-01-20,OFFICE,OFFICE
2c404c35-e45c-492c-8095-2890d0af9ab8,EMP000259,2026-01-21,NON_OFFICE,REMOTE
c805ff54-ca47-4b83-8a37-8f24852d42f5,EMP000259,2026-01-22,OFFICE,OFFICE
82b0a936-5ba5-4538-aef0-701374a31bcf,EMP000259,2026-01-23,NON_OFFICE,REMOTE
5bb1da94-9c54-4805-bc62-47fbf56e1d99,EMP000259,2026-01-26,OFFICE,OFFICE
984ff547-5df8-44c7-8d7f-2a16b249b71f,EMP000259,2026-01-27,NON_OFFICE,REMOTE
0154bcda-16f5-427d-93d1-f23bc8d42b27,EMP000259,2026-01-28,NON_OFFICE,REMOTE
a0ee1680-ab8c-474b-bc6d-250ec648f46f,EMP000259,2026-01-29,NON_OFFICE,REMOTE
e1559cbe-05b9-4c7d-bdec-75922d13c209,EMP000259,2026-01-30,NON_OFFICE,REMOTE
7af7b793-3ba4-4ad0-899e-b4c9bd97bcd8,EMP000259,2026-02-02,NON_OFFICE,REMOTE
a3e96cff-5b05-4dba-bb57-74f116303910,EMP000259,2026-02-03,NON_OFFICE,REMOTE
7577dcfd-93a6-417d-b34f-5d9b30efe46b,EMP000259,2026-02-04,NON_OFFICE,REMOTE
e76bf079-860e-4a9f-93bd-d936dbb639a5,EMP000259,2026-02-05,NON_OFFICE,LEAVE
69a40acf-18a3-4839-a989-981d9ebca3c2,EMP000259,2026-02-06,NON_OFFICE,REMOTE
c346c707-9cd6-4f75-a55c-4c4bde4b9af9,EMP000259,2026-02-09,NON_OFFICE,REMOTE
e48f249b-f226-49ef-8708-6ed911430b9e,EMP000259,2026-02-10,OFFICE,OFFICE
3b2a34ee-b6a9-4767-83ee-e50105e096a3,EMP000259,2026-02-11,NON_OFFICE,REMOTE
4a5c5b7c-f7e1-4181-8520-b3b8de56fd91,EMP000259,2026-02-12,NON_OFFICE,REMOTE
fe3dac30-4483-4bcf-a0ab-5a44692d7851,EMP000259,2026-02-13,NON_OFFICE,REMOTE
ad531cb1-91a9-4d39-9bf0-180ca4a45567,EMP000259,2026-02-16,NON_OFFICE,REMOTE
7ea8f577-da0f-4186-9884-37032b14de6e,EMP000259,2026-02-17,NON_OFFICE,REMOTE
1a340509-9c45-469e-9aee-27eb73f39a6e,EMP000259,2026-02-18,NON_OFFICE,LEAVE
8bb8725b-91cd-4c77-b032-41a82c8a870c,EMP000259,2026-02-19,OFFICE,OFFICE
50d29969-2b91-4fa4-a59f-1b605338e58e,EMP000259,2026-02-20,NON_OFFICE,REMOTE
a94ad087-7976-45ed-9ecd-fc419083cdde,EMP000259,2026-02-23,NON_OFFICE,REMOTE
946ecfb8-48ab-486b-9f39-40c746a42ff9,EMP000259,2026-02-24,NON_OFFICE,LEAVE
32f61b66-f52c-44d8-bf26-465e9a18a544,EMP000259,2026-02-25,OFFICE,OFFICE
cf32f825-51f6-4b1f-8e4c-12056d520ddb,EMP000259,2026-02-26,NON_OFFICE,REMOTE
699e31a5-ec16-485b-ba44-8ba87466fa77,EMP000259,2026-02-27,NON_OFFICE,LEAVE
44953a6e-7a8f-47b7-815c-f3c77ffe746f,EMP000259,2026-03-02,NON_OFFICE,REMOTE
150c4f26-fd6f-4041-82c9-6958fb8d9ca2,EMP000259,2026-03-03,NON_OFFICE,REMOTE
0c1345b4-3ac7-416e-9d1b-787445a1c080,EMP000259,2026-03-04,OFFICE,OFFICE
3f17a27c-7d1d-48a7-9996-92597ab3e20d,EMP000259,2026-03-05,NON_OFFICE,REMOTE
fff6fc52-9770-4c54-83e0-16a3c2e0130e,EMP000259,2026-03-06,OFFICE,OFFICE
1efb9a44-9c27-4799-a94e-7396e155f643,EMP000259,2026-03-09,NON_OFFICE,REMOTE
62668b84-713f-4365-85e4-a096edac3530,EMP000259,2026-03-10,NON_OFFICE,REMOTE
f740c86b-c72c-4637-bdb9-9b176106b160,EMP000259,2026-03-11,NON_OFFICE,REMOTE
54cf7554-1115-421e-9315-919515b34d10,EMP000259,2026-03-12,NON_OFFICE,REMOTE
ea99dd14-d19a-419f-8cd7-a6d1d6bf5fea,EMP000259,2026-03-13,OFFICE,OFFICE
44904730-f5c1-44b7-96db-18c74038fd28,EMP000259,2026-03-16,OFFICE,OFFICE
27c28707-c7a2-424e-8704-5f5a77e80a8e,EMP000259,2026-03-17,OFFICE,OFFICE
5c350c13-5ec0-4aad-9ed5-f0478758b3ef,EMP000259,2026-03-18,NON_OFFICE,REMOTE
bc586b7f-29e3-44e4-b175-0f6497d83832,EMP000259,2026-03-19,NON_OFFICE,REMOTE
331b2e74-dba1-4ca9-9048-9b748b63563a,EMP000259,2026-03-20,NON_OFFICE,REMOTE
4454d24a-d8bd-44ab-960b-692261032a10,EMP000259,2026-03-23,NON_OFFICE,REMOTE
45f079d5-b5d2-470b-bc0f-cdfdee24efdb,EMP000259,2026-03-24,OFFICE,OFFICE
563beb3b-d842-4532-ba19-d02b8d2f188f,EMP000259,2026-03-25,NON_OFFICE,REMOTE
ad63fab3-0a88-4529-986c-dc7424137215,EMP000259,2026-03-26,NON_OFFICE,REMOTE
051c4ddd-bea6-46d0-8850-cd2704d91a79,EMP000259,2026-03-27,NON_OFFICE,REMOTE
39299eb9-da40-426e-8d48-6ea14742fdc6,EMP000259,2026-03-30,NON_OFFICE,REMOTE
e51417ae-267a-4da8-aad5-df1d17fc6cea,EMP000259,2026-03-31,OFFICE,OFFICE
5b6ac8c4-d28f-40a1-bbaa-c9672fde9027,EMP000259,2026-04-01,NON_OFFICE,REMOTE
7c38b590-6542-4acb-9684-2b80d659bebd,EMP000259,2026-04-02,NON_OFFICE,LEAVE
82bd5b0f-277c-4e37-8816-f66386065f47,EMP000259,2026-04-03,NON_OFFICE,REMOTE
06786738-9322-4ba4-a502-ded3c38186fc,EMP000259,2026-04-06,NON_OFFICE,REMOTE
cd7ab574-c05f-4172-b26c-50abd01b7185,EMP000259,2026-04-07,NON_OFFICE,REMOTE
34d92c66-f4b2-408d-a13a-f4ad7ad46037,EMP000259,2026-04-08,NON_OFFICE,REMOTE
7c8fccc1-9ff0-464f-941c-c8be433f4d91,EMP000259,2026-04-09,NON_OFFICE,REMOTE
612f65d8-8ca2-4123-a815-e56f323612d8,EMP000259,2026-04-10,OFFICE,OFFICE
02465a1c-377e-473c-b0b3-79fb8a9dc373,EMP000259,2026-04-13,NON_OFFICE,REMOTE
4e2f8776-1a96-4cfa-9996-d49a73f0bb40,EMP000259,2026-04-14,NON_OFFICE,REMOTE
c02ebf9c-f225-4195-b8d2-1a8bde4e9adc,EMP000259,2026-04-15,NON_OFFICE,REMOTE
5a110a07-499d-472e-94f8-e4df9f122d6c,EMP000259,2026-04-16,NON_OFFICE,BUSINESS_TRAVEL
06369401-745f-449a-a71b-3ee00f957638,EMP000259,2026-04-17,NON_OFFICE,LEAVE
2503660f-4944-430c-9033-45da3ac2f193,EMP000259,2026-04-20,NON_OFFICE,REMOTE
47730b74-06a2-481a-88e0-bf747eaed702,EMP000259,2026-04-21,NON_OFFICE,REMOTE
06dffaf3-0985-46a0-9da2-0e5e0a3bbe6b,EMP000259,2026-04-22,NON_OFFICE,REMOTE
4cd11fe6-01e0-4bc7-919d-2f635d606821,EMP000259,2026-04-23,NON_OFFICE,REMOTE
2d923033-1de5-4037-add5-182c6d4d17ac,EMP000259,2026-04-24,NON_OFFICE,REMOTE
db1b0186-ca0c-4b11-87c6-1d1f4e304034,EMP000259,2026-04-27,NON_OFFICE,REMOTE
d8394894-17f7-4816-93f4-43848f57e1d2,EMP000259,2026-04-28,NON_OFFICE,REMOTE
f963382d-7191-400e-9c44-62f9dcd24d4a,EMP000259,2026-04-29,NON_OFFICE,REMOTE
7b70aeb5-f823-4d30-acbd-6fe21d6130a3,EMP000259,2026-04-30,NON_OFFICE,REMOTE
c46f34ea-ec9e-4b1d-a05a-620039441d8d,EMP000259,2026-05-01,NON_OFFICE,REMOTE
2b163aba-c261-44a1-9d86-338ad061dbbc,EMP000259,2026-05-04,OFFICE,OFFICE
13885cac-efc7-456c-b9c0-3993cbd8d66c,EMP000259,2026-05-05,NON_OFFICE,LEAVE
3c7c3170-86dc-4d7b-b853-14eb635a6b9d,EMP000259,2026-05-06,NON_OFFICE,REMOTE
a1f1231e-a68a-472c-b8e3-b47020866283,EMP000259,2026-05-07,NON_OFFICE,REMOTE
ef6ca521-a592-4ffa-96d9-f54937acd2b0,EMP000259,2026-05-08,NON_OFFICE,REMOTE
34f6fdd5-f823-4343-a492-108a77353453,EMP000259,2026-05-11,NON_OFFICE,REMOTE
0825b12a-0149-4211-9edc-663e8c428152,EMP000259,2026-05-12,NON_OFFICE,REMOTE
d421af64-7c67-4780-93df-9c5af62c8e93,EMP000259,2026-05-13,NON_OFFICE,REMOTE
899fcda6-1c68-43f2-b6c8-e19e7489f83a,EMP000259,2026-05-14,NON_OFFICE,REMOTE
ea99e25f-d94e-42d7-930e-c9c7b21018bc,EMP000259,2026-05-15,NON_OFFICE,REMOTE
60755ac2-d3d3-4a6d-ac67-e94559ec7109,EMP000259,2026-05-18,OFFICE,OFFICE
3bfbd2b1-7311-4aa2-8f57-66934662861b,EMP000259,2026-05-19,NON_OFFICE,REMOTE
5cacd53a-6eed-4571-a453-b2b8e22a329c,EMP000259,2026-05-20,NON_OFFICE,REMOTE
cc9c86e0-e085-4ec5-9ad6-8e32529609d9,EMP000259,2026-05-21,NON_OFFICE,REMOTE
9e860d59-94c6-4506-ab3a-5e70451bfc6e,EMP000259,2026-05-22,NON_OFFICE,REMOTE
5a5c24c6-fd87-490b-8651-ddc3a1998f28,EMP000259,2026-05-25,NON_OFFICE,REMOTE
1be042ad-1623-4be6-88bd-a6be798c1046,EMP000259,2026-05-26,NON_OFFICE,REMOTE
76857c46-8eb7-4a6e-b421-deb41276f790,EMP000259,2026-05-27,NON_OFFICE,REMOTE
b462001d-ca3c-4b46-acc6-d7e345fd0aa5,EMP000259,2026-05-28,NON_OFFICE,REMOTE
cddb961f-68b3-4765-af4e-ccb168b216aa,EMP000259,2026-05-29,NON_OFFICE,REMOTE
10f7d4e8-e8ce-4033-8102-4b55751e7feb,EMP000259,2026-06-01,OFFICE,OFFICE
b2af8c4d-a628-469f-a770-3adf4b1e22ac,EMP000259,2026-06-02,NON_OFFICE,REMOTE
fbf0e49a-ab14-4c96-a948-f19301d823b7,EMP000259,2026-06-03,OFFICE,OFFICE
19768e4f-9a1d-4396-99b3-0044257cc958,EMP000259,2026-06-04,NON_OFFICE,REMOTE
adca3a79-6b60-4463-aee7-76e7ac1b6d47,EMP000259,2026-06-05,OFFICE,OFFICE
2c791f3f-65cb-4b76-a1be-7305002e6cfb,EMP000259,2026-06-08,NON_OFFICE,REMOTE
03a3c94f-074d-4890-8fba-d3c121d735e2,EMP000259,2026-06-09,NON_OFFICE,LEAVE
18a247c7-e700-4b11-b976-4759728868f2,EMP000259,2026-06-10,NON_OFFICE,REMOTE
7cf87a37-9ae6-4880-b0b0-a9729ccd84f3,EMP000259,2026-06-11,OFFICE,OFFICE
8734beb2-4489-4845-b83b-f59c93105e39,EMP000259,2026-06-12,NON_OFFICE,REMOTE
7d6fa5ee-af63-46bd-bf60-41f29d9e33de,EMP000259,2026-06-15,NON_OFFICE,REMOTE
89cfe231-1b43-4bec-a16a-4ee59ec57963,EMP000259,2026-06-16,NON_OFFICE,REMOTE
d2a154a5-251a-4af8-a56d-3448724552dc,EMP000259,2026-06-17,NON_OFFICE,REMOTE
d10012d3-720c-4cb0-a85f-6d0aa35e359a,EMP000259,2026-06-18,NON_OFFICE,REMOTE
6050be7c-8a54-466a-84a2-fbc5f8a539e9,EMP000259,2026-06-19,NON_OFFICE,REMOTE
76ad6d7b-b933-4088-b1db-f6fd9fa93a4f,EMP000259,2026-06-22,OFFICE,OFFICE
